ensembl_gene_id,Gene_name,ensembl_gene_id_version
ENSG00000276626,7SK,ENSG00000276626.1
ENSG00000276627,unknown,ENSG00000276627.3
ENSG00000276631,unknown,ENSG00000276631.1
ENSG00000276632,unknown,ENSG00000276632.1
ENSG00000276633,unknown,ENSG00000276633.1
ENSG00000276637,unknown,ENSG00000276637.1
ENSG00000276638,unknown,ENSG00000276638.1
ENSG00000276639,MIR7154,ENSG00000276639.1
ENSG00000276641,MIR6769A,ENSG00000276641.1
ENSG00000276642,unknown,ENSG00000276642.1
ENSG00000276643,unknown,ENSG00000276643.1
ENSG00000276644,DACH1,ENSG00000276644.5
ENSG00000276645,Metazoa_SRP,ENSG00000276645.1
ENSG00000276647,KRTAP12-5P,ENSG00000276647.1
ENSG00000276649,unknown,ENSG00000276649.1
ENSG00000276650,unknown,ENSG00000276650.1
ENSG00000276651,unknown,ENSG00000276651.1
ENSG00000276653,RN7SL856P,ENSG00000276653.1
ENSG00000276656,MIR6083,ENSG00000276656.1
ENSG00000276662,DDX20P1,ENSG00000276662.1
ENSG00000276663,unknown,ENSG00000276663.1
ENSG00000276664,unknown,ENSG00000276664.1
ENSG00000276667,unknown,ENSG00000276667.1
ENSG00000276668,unknown,ENSG00000276668.1
ENSG00000276669,Metazoa_SRP,ENSG00000276669.1
ENSG00000276670,unknown,ENSG00000276670.1
ENSG00000276672,unknown,ENSG00000276672.1
ENSG00000276673,unknown,ENSG00000276673.1
ENSG00000276674,IGKV1OR1-1,ENSG00000276674.1
ENSG00000276675,unknown,ENSG00000276675.1
ENSG00000276678,unknown,ENSG00000276678.1
ENSG00000276680,unknown,ENSG00000276680.1
ENSG00000276685,unknown,ENSG00000276685.1
ENSG00000276687,unknown,ENSG00000276687.1
ENSG00000276688,unknown,ENSG00000276688.1
ENSG00000276689,unknown,ENSG00000276689.1
ENSG00000276690,unknown,ENSG00000276690.1
ENSG00000276691,unknown,ENSG00000276691.1
ENSG00000276693,unknown,ENSG00000276693.1
ENSG00000276696,Y_RNA,ENSG00000276696.1
ENSG00000276698,unknown,ENSG00000276698.1
ENSG00000276699,TRAJ36,ENSG00000276699.1
ENSG00000276702,unknown,ENSG00000276702.1
ENSG00000276703,RPS29P32,ENSG00000276703.1
ENSG00000276704,unknown,ENSG00000276704.1
ENSG00000276706,unknown,ENSG00000276706.1
ENSG00000276707,unknown,ENSG00000276707.1
ENSG00000276712,MIR7111,ENSG00000276712.1
ENSG00000276713,Metazoa_SRP,ENSG00000276713.1
ENSG00000276718,VAMP1-AS1,ENSG00000276718.1
ENSG00000276721,unknown,ENSG00000276721.1
ENSG00000276722,unknown,ENSG00000276722.1
ENSG00000276723,Y_RNA,ENSG00000276723.1
ENSG00000276724,unknown,ENSG00000276724.1
ENSG00000276727,unknown,ENSG00000276727.1
ENSG00000276729,Metazoa_SRP,ENSG00000276729.1
ENSG00000276730,unknown,ENSG00000276730.1
ENSG00000276733,MIR7158,ENSG00000276733.1
ENSG00000276735,Metazoa_SRP,ENSG00000276735.1
ENSG00000276738,unknown,ENSG00000276738.1
ENSG00000276740,unknown,ENSG00000276740.1
ENSG00000276742,unknown,ENSG00000276742.1
ENSG00000276744,unknown,ENSG00000276744.1
ENSG00000276746,Metazoa_SRP,ENSG00000276746.1
ENSG00000276747,PADI6,ENSG00000276747.1
ENSG00000276753,MIR6821,ENSG00000276753.1
ENSG00000276754,unknown,ENSG00000276754.1
ENSG00000276755,unknown,ENSG00000276755.1
ENSG00000276757,RN7SL192P,ENSG00000276757.1
ENSG00000276758,unknown,ENSG00000276758.1
ENSG00000276759,unknown,ENSG00000276759.2
ENSG00000276763,unknown,ENSG00000276763.1
ENSG00000276764,Metazoa_SRP,ENSG00000276764.1
ENSG00000276765,MIR8073,ENSG00000276765.1
ENSG00000276768,unknown,ENSG00000276768.1
ENSG00000276769,MIR6752,ENSG00000276769.1
ENSG00000276770,MIR6780B,ENSG00000276770.1
ENSG00000276771,unknown,ENSG00000276771.1
ENSG00000276772,unknown,ENSG00000276772.1
ENSG00000276775,IGHV4-4,ENSG00000276775.1
ENSG00000276778,LINC02227,ENSG00000276778.1
ENSG00000276782,Metazoa_SRP,ENSG00000276782.1
ENSG00000276784,unknown,ENSG00000276784.1
ENSG00000276786,unknown,ENSG00000276786.1
ENSG00000276788,SNORD26,ENSG00000276788.1
ENSG00000276789,MRGPRX8P,ENSG00000276789.1
ENSG00000276790,unknown,ENSG00000276790.1
ENSG00000276791,unknown,ENSG00000276791.1
ENSG00000276800,Metazoa_SRP,ENSG00000276800.1
ENSG00000276807,unknown,ENSG00000276807.1
ENSG00000276809,unknown,ENSG00000276809.1
ENSG00000276810,unknown,ENSG00000276810.1
ENSG00000276819,TRBV15,ENSG00000276819.1
ENSG00000276822,unknown,ENSG00000276822.1
ENSG00000276823,Metazoa_SRP,ENSG00000276823.1
ENSG00000276824,MIR7159,ENSG00000276824.1
ENSG00000276828,unknown,ENSG00000276828.1
ENSG00000276829,unknown,ENSG00000276829.1
ENSG00000276830,MIR6730,ENSG00000276830.1
ENSG00000276831,unknown,ENSG00000276831.1
ENSG00000276835,MIR6127,ENSG00000276835.2
ENSG00000276839,Metazoa_SRP,ENSG00000276839.1
ENSG00000276840,PMS2P13,ENSG00000276840.1
ENSG00000276841,unknown,ENSG00000276841.1
ENSG00000276842,unknown,ENSG00000276842.1
ENSG00000276844,SNORD115-46,ENSG00000276844.1
ENSG00000276845,unknown,ENSG00000276845.1
ENSG00000276846,unknown,ENSG00000276846.1
ENSG00000276850,unknown,ENSG00000276850.5
ENSG00000276851,unknown,ENSG00000276851.1
ENSG00000276853,unknown,ENSG00000276853.1
ENSG00000276854,unknown,ENSG00000276854.1
ENSG00000276855,unknown,ENSG00000276855.1
ENSG00000276857,MIR6715A,ENSG00000276857.1
ENSG00000276859,unknown,ENSG00000276859.1
ENSG00000276861,5S_rRNA,ENSG00000276861.1
ENSG00000276863,unknown,ENSG00000276863.1
ENSG00000276866,MIR7151,ENSG00000276866.1
ENSG00000276867,unknown,ENSG00000276867.1
ENSG00000276868,unknown,ENSG00000276868.1
ENSG00000276869,MIR6729,ENSG00000276869.1
ENSG00000276871,5_8S_rRNA,ENSG00000276871.1
ENSG00000276873,unknown,ENSG00000276873.1
ENSG00000276874,unknown,ENSG00000276874.1
ENSG00000276878,MIR6074,ENSG00000276878.1
ENSG00000276884,unknown,ENSG00000276884.1
ENSG00000276888,unknown,ENSG00000276888.1
ENSG00000276890,Metazoa_SRP,ENSG00000276890.1
ENSG00000276891,RN7SL238P,ENSG00000276891.1
ENSG00000276892,unknown,ENSG00000276892.1
ENSG00000276894,RAB28P4,ENSG00000276894.1
ENSG00000276897,unknown,ENSG00000276897.1
ENSG00000276898,unknown,ENSG00000276898.1
ENSG00000276900,unknown,ENSG00000276900.1
ENSG00000276902,Y_RNA,ENSG00000276902.1
ENSG00000276903,H2AC16,ENSG00000276903.2
ENSG00000276904,DUX4L14,ENSG00000276904.1
ENSG00000276908,MIR7106,ENSG00000276908.1
ENSG00000276915,unknown,ENSG00000276915.1
ENSG00000276916,unknown,ENSG00000276916.1
ENSG00000276917,MIR8080,ENSG00000276917.1
ENSG00000276918,Metazoa_SRP,ENSG00000276918.1
ENSG00000276919,unknown,ENSG00000276919.1
ENSG00000276923,LINC03079,ENSG00000276923.1
ENSG00000276925,SPMIP3P1,ENSG00000276925.1
ENSG00000276926,MIR6797,ENSG00000276926.1
ENSG00000276928,unknown,ENSG00000276928.1
ENSG00000276929,unknown,ENSG00000276929.1
ENSG00000276931,unknown,ENSG00000276931.1
ENSG00000276934,unknown,ENSG00000276934.1
ENSG00000276940,PLCE1P1,ENSG00000276940.1
ENSG00000276941,MIR4509-1,ENSG00000276941.1
ENSG00000276945,unknown,ENSG00000276945.1
ENSG00000276949,unknown,ENSG00000276949.1
ENSG00000276951,unknown,ENSG00000276951.1
ENSG00000276952,unknown,ENSG00000276952.1
ENSG00000276953,TRBV12-4,ENSG00000276953.1
ENSG00000276955,Metazoa_SRP,ENSG00000276955.1
ENSG00000276956,RN7SL769P,ENSG00000276956.1
ENSG00000276957,unknown,ENSG00000276957.1
ENSG00000276958,unknown,ENSG00000276958.1
ENSG00000276960,unknown,ENSG00000276960.1
ENSG00000276961,MIR7848,ENSG00000276961.1
ENSG00000276963,unknown,ENSG00000276963.1
ENSG00000276964,DUX4L23,ENSG00000276964.1
ENSG00000276965,unknown,ENSG00000276965.1
ENSG00000276968,unknown,ENSG00000276968.1
ENSG00000276972,unknown,ENSG00000276972.1
ENSG00000276980,unknown,ENSG00000276980.1
ENSG00000276984,unknown,ENSG00000276984.1
ENSG00000276988,Metazoa_SRP,ENSG00000276988.1
ENSG00000276991,unknown,ENSG00000276991.1
ENSG00000276992,unknown,ENSG00000276992.1
ENSG00000276993,unknown,ENSG00000276993.1
ENSG00000276997,unknown,ENSG00000276997.4
ENSG00000276998,REXO1L2P,ENSG00000276998.1
ENSG00000277000,DUSP12P1,ENSG00000277000.1
ENSG00000277001,Metazoa_SRP,ENSG00000277001.1
ENSG00000277003,unknown,ENSG00000277003.1
ENSG00000277004,RNA5SP412,ENSG00000277004.1
ENSG00000277007,unknown,ENSG00000277007.1
ENSG00000277008,TEX28P2,ENSG00000277008.1
ENSG00000277009,TEX28P3,ENSG00000277009.1
ENSG00000277011,unknown,ENSG00000277011.1
ENSG00000277014,MIR3179-4,ENSG00000277014.1
ENSG00000277017,unknown,ENSG00000277017.1
ENSG00000277020,unknown,ENSG00000277020.4
ENSG00000277022,unknown,ENSG00000277022.1
ENSG00000277027,RMRP,ENSG00000277027.1
ENSG00000277029,RNU6-1192P,ENSG00000277029.1
ENSG00000277030,MIR8071-2,ENSG00000277030.1
ENSG00000277031,RN7SL796P,ENSG00000277031.1
ENSG00000277034,SNORA71,ENSG00000277034.1
ENSG00000277035,unknown,ENSG00000277035.1
ENSG00000277039,Metazoa_SRP,ENSG00000277039.1
ENSG00000277040,unknown,ENSG00000277040.1
ENSG00000277041,unknown,ENSG00000277041.1
ENSG00000277043,EEF1A1P42,ENSG00000277043.1
ENSG00000277047,unknown,ENSG00000277047.5
ENSG00000277049,RNA5SP530,ENSG00000277049.1
ENSG00000277051,Metazoa_SRP,ENSG00000277051.1
ENSG00000277052,MIR6763,ENSG00000277052.1
ENSG00000277056,unknown,ENSG00000277056.1
ENSG00000277057,MIR6779,ENSG00000277057.1
ENSG00000277062,RN7SL88P,ENSG00000277062.1
ENSG00000277063,MIR8084,ENSG00000277063.1
ENSG00000277066,unknown,ENSG00000277066.1
ENSG00000277067,unknown,ENSG00000277067.4
ENSG00000277073,MIR6131,ENSG00000277073.1
ENSG00000277081,unknown,ENSG00000277081.1
ENSG00000277084,RNU2-4P,ENSG00000277084.1
ENSG00000277087,unknown,ENSG00000277087.1
ENSG00000277089,CCL3-AS1,ENSG00000277089.4
ENSG00000277095,unknown,ENSG00000277095.1
ENSG00000277096,unknown,ENSG00000277096.1
ENSG00000277099,unknown,ENSG00000277099.1
ENSG00000277103,unknown,ENSG00000277103.1
ENSG00000277108,SNORD49B,ENSG00000277108.1
ENSG00000277109,unknown,ENSG00000277109.1
ENSG00000277118,Metazoa_SRP,ENSG00000277118.1
ENSG00000277119,unknown,ENSG00000277119.1
ENSG00000277120,MIR6089,ENSG00000277120.5
ENSG00000277124,unknown,ENSG00000277124.1
ENSG00000277125,PMS2P14,ENSG00000277125.1
ENSG00000277127,Metazoa_SRP,ENSG00000277127.1
ENSG00000277128,unknown,ENSG00000277128.2
ENSG00000277129,unknown,ENSG00000277129.1
ENSG00000277130,unknown,ENSG00000277130.1
ENSG00000277133,unknown,ENSG00000277133.1
ENSG00000277135,unknown,ENSG00000277135.1
ENSG00000277136,Metazoa_SRP,ENSG00000277136.1
ENSG00000277138,MIR6509,ENSG00000277138.1
ENSG00000277141,Metazoa_SRP,ENSG00000277141.1
ENSG00000277142,LINC00235,ENSG00000277142.1
ENSG00000277143,LILRA2P1,ENSG00000277143.1
ENSG00000277144,unknown,ENSG00000277144.1
ENSG00000277146,unknown,ENSG00000277146.1
ENSG00000277149,TYW1B,ENSG00000277149.5
ENSG00000277150,F8A3,ENSG00000277150.2
ENSG00000277151,unknown,ENSG00000277151.1
ENSG00000277152,unknown,ENSG00000277152.1
ENSG00000277156,TOMM40P1,ENSG00000277156.1
ENSG00000277157,H4C4,ENSG00000277157.2
ENSG00000277159,unknown,ENSG00000277159.1
ENSG00000277161,PIGW,ENSG00000277161.2
ENSG00000277162,unknown,ENSG00000277162.1
ENSG00000277168,Metazoa_SRP,ENSG00000277168.1
ENSG00000277170,unknown,ENSG00000277170.1
ENSG00000277171,unknown,ENSG00000277171.1
ENSG00000277172,GAPDHP41,ENSG00000277172.1
ENSG00000277173,unknown,ENSG00000277173.1
ENSG00000277174,unknown,ENSG00000277174.1
ENSG00000277184,SNORA9,ENSG00000277184.1
ENSG00000277186,unknown,ENSG00000277186.1
ENSG00000277188,unknown,ENSG00000277188.1
ENSG00000277191,unknown,ENSG00000277191.1
ENSG00000277194,SNORD22,ENSG00000277194.1
ENSG00000277198,RN7SL270P,ENSG00000277198.1
ENSG00000277199,LINC01632,ENSG00000277199.1
ENSG00000277202,MIR8063,ENSG00000277202.1
ENSG00000277206,unknown,ENSG00000277206.1
ENSG00000277209,RPPH1,ENSG00000277209.1
ENSG00000277210,unknown,ENSG00000277210.3
ENSG00000277211,unknown,ENSG00000277211.1
ENSG00000277213,SDR42E1P2,ENSG00000277213.1
ENSG00000277214,unknown,ENSG00000277214.1
ENSG00000277215,SPANXA2-OT1,ENSG00000277215.2
ENSG00000277217,unknown,ENSG00000277217.1
ENSG00000277218,unknown,ENSG00000277218.1
ENSG00000277223,unknown,ENSG00000277223.1
ENSG00000277227,unknown,ENSG00000277227.1
ENSG00000277228,unknown,ENSG00000277228.1
ENSG00000277229,unknown,ENSG00000277229.1
ENSG00000277232,GTSE1-DT,ENSG00000277232.2
ENSG00000277233,Metazoa_SRP,ENSG00000277233.1
ENSG00000277234,RNU1-5P,ENSG00000277234.1
ENSG00000277235,unknown,ENSG00000277235.1
ENSG00000277241,FGFR3P4,ENSG00000277241.1
ENSG00000277243,MIR3118-3,ENSG00000277243.1
ENSG00000277245,unknown,ENSG00000277245.1
ENSG00000277246,unknown,ENSG00000277246.1
ENSG00000277247,unknown,ENSG00000277247.1
ENSG00000277248,U2,ENSG00000277248.1
ENSG00000277249,MIR6784,ENSG00000277249.1
ENSG00000277250,Metazoa_SRP,ENSG00000277250.1
ENSG00000277252,unknown,ENSG00000277252.1
ENSG00000277253,CICP28,ENSG00000277253.1
ENSG00000277255,MIR7854,ENSG00000277255.1
ENSG00000277258,PCGF2,ENSG00000277258.5
ENSG00000277260,FAM74A7,ENSG00000277260.1
ENSG00000277264,MIR6833,ENSG00000277264.1
ENSG00000277265,RN7SL556P,ENSG00000277265.1
ENSG00000277268,LHX1-DT,ENSG00000277268.2
ENSG00000277269,unknown,ENSG00000277269.1
ENSG00000277270,unknown,ENSG00000277270.2
ENSG00000277274,DUX4L22,ENSG00000277274.1
ENSG00000277282,IGHV1OR21-1,ENSG00000277282.1
ENSG00000277287,unknown,ENSG00000277287.1
ENSG00000277288,LINC02881,ENSG00000277288.5
ENSG00000277289,unknown,ENSG00000277289.1
ENSG00000277290,unknown,ENSG00000277290.1
ENSG00000277295,RN7SL489P,ENSG00000277295.1
ENSG00000277297,ATP5F1AP10,ENSG00000277297.1
ENSG00000277299,unknown,ENSG00000277299.1
ENSG00000277301,unknown,ENSG00000277301.1
ENSG00000277304,unknown,ENSG00000277304.1
ENSG00000277306,unknown,ENSG00000277306.1
ENSG00000277308,Metazoa_SRP,ENSG00000277308.1
ENSG00000277310,unknown,ENSG00000277310.1
ENSG00000277311,unknown,ENSG00000277311.1
ENSG00000277313,7SK,ENSG00000277313.1
ENSG00000277315,unknown,ENSG00000277315.1
ENSG00000277319,unknown,ENSG00000277319.1
ENSG00000277320,unknown,ENSG00000277320.1
ENSG00000277322,GOLGA6L6,ENSG00000277322.1
ENSG00000277324,unknown,ENSG00000277324.1
ENSG00000277327,SPDYE20P,ENSG00000277327.1
ENSG00000277340,unknown,ENSG00000277340.1
ENSG00000277341,RNU6-489P,ENSG00000277341.1
ENSG00000277342,unknown,ENSG00000277342.1
ENSG00000277344,RNU1-6P,ENSG00000277344.1
ENSG00000277349,CICP25,ENSG00000277349.1
ENSG00000277350,unknown,ENSG00000277350.2
ENSG00000277351,unknown,ENSG00000277351.1
ENSG00000277357,NPAP1P7,ENSG00000277357.1
ENSG00000277358,unknown,ENSG00000277358.1
ENSG00000277363,SRCIN1,ENSG00000277363.5
ENSG00000277367,NEK2P1,ENSG00000277367.1
ENSG00000277370,SNORD49A,ENSG00000277370.1
ENSG00000277371,Metazoa_SRP,ENSG00000277371.1
ENSG00000277373,unknown,ENSG00000277373.1
ENSG00000277379,MIR6724-3,ENSG00000277379.1
ENSG00000277382,unknown,ENSG00000277382.1
ENSG00000277385,Metazoa_SRP,ENSG00000277385.1
ENSG00000277386,unknown,ENSG00000277386.1
ENSG00000277387,MIR8058,ENSG00000277387.1
ENSG00000277388,MIR8053,ENSG00000277388.1
ENSG00000277391,MIR6881,ENSG00000277391.1
ENSG00000277396,Metazoa_SRP,ENSG00000277396.1
ENSG00000277397,unknown,ENSG00000277397.1
ENSG00000277402,MIR6891,ENSG00000277402.1
ENSG00000277408,unknown,ENSG00000277408.1
ENSG00000277410,H2BP5,ENSG00000277410.1
ENSG00000277411,5S_rRNA,ENSG00000277411.1
ENSG00000277412,unknown,ENSG00000277412.1
ENSG00000277413,unknown,ENSG00000277413.1
ENSG00000277418,RNA5SP531,ENSG00000277418.1
ENSG00000277423,unknown,ENSG00000277423.1
ENSG00000277425,unknown,ENSG00000277425.1
ENSG00000277426,unknown,ENSG00000277426.1
ENSG00000277435,unknown,ENSG00000277435.1
ENSG00000277436,REXO1L5P,ENSG00000277436.1
ENSG00000277437,unknown,ENSG00000277437.1
ENSG00000277438,KDM5DP1,ENSG00000277438.1
ENSG00000277440,unknown,ENSG00000277440.1
ENSG00000277443,MARCKS,ENSG00000277443.3
ENSG00000277444,unknown,ENSG00000277444.1
ENSG00000277446,Metazoa_SRP,ENSG00000277446.1
ENSG00000277447,unknown,ENSG00000277447.1
ENSG00000277448,LINC02338,ENSG00000277448.1
ENSG00000277449,CEBPB-AS1,ENSG00000277449.1
ENSG00000277450,unknown,ENSG00000277450.1
ENSG00000277452,RN7SL473P,ENSG00000277452.1
ENSG00000277453,unknown,ENSG00000277453.1
ENSG00000277455,Metazoa_SRP,ENSG00000277455.1
ENSG00000277458,unknown,ENSG00000277458.1
ENSG00000277459,unknown,ENSG00000277459.1
ENSG00000277460,unknown,ENSG00000277460.1
ENSG00000277462,ZNF670,ENSG00000277462.2
ENSG00000277463,unknown,ENSG00000277463.1
ENSG00000277464,RN7SL286P,ENSG00000277464.1
ENSG00000277465,unknown,ENSG00000277465.1
ENSG00000277466,unknown,ENSG00000277466.1
ENSG00000277467,RN7SL628P,ENSG00000277467.1
ENSG00000277468,unknown,ENSG00000277468.1
ENSG00000277469,unknown,ENSG00000277469.1
ENSG00000277473,Metazoa_SRP,ENSG00000277473.1
ENSG00000277474,MIR6894,ENSG00000277474.1
ENSG00000277476,unknown,ENSG00000277476.1
ENSG00000277478,MIR6165,ENSG00000277478.1
ENSG00000277479,unknown,ENSG00000277479.1
ENSG00000277482,unknown,ENSG00000277482.1
ENSG00000277483,RN7SL321P,ENSG00000277483.1
ENSG00000277486,SAGE3P,ENSG00000277486.1
ENSG00000277488,5S_rRNA,ENSG00000277488.1
ENSG00000277490,unknown,ENSG00000277490.1
ENSG00000277491,unknown,ENSG00000277491.1
ENSG00000277492,unknown,ENSG00000277492.1
ENSG00000277493,unknown,ENSG00000277493.1
ENSG00000277494,GPIHBP1,ENSG00000277494.2
ENSG00000277496,SLCO4A1-AS2,ENSG00000277496.1
ENSG00000277498,unknown,ENSG00000277498.1
ENSG00000277499,unknown,ENSG00000277499.1
ENSG00000277500,unknown,ENSG00000277500.1
ENSG00000277501,unknown,ENSG00000277501.1
ENSG00000277502,unknown,ENSG00000277502.1
ENSG00000277504,unknown,ENSG00000277504.1
ENSG00000277505,MPHOSPH10P5,ENSG00000277505.1
ENSG00000277506,RN7SL802P,ENSG00000277506.1
ENSG00000277508,BSNDP3,ENSG00000277508.1
ENSG00000277509,unknown,ENSG00000277509.1
ENSG00000277510,Metazoa_SRP,ENSG00000277510.1
ENSG00000277512,SNORD65,ENSG00000277512.1
ENSG00000277513,unknown,ENSG00000277513.1
ENSG00000277514,OR52Q1P,ENSG00000277514.1
ENSG00000277515,RN7SL495P,ENSG00000277515.1
ENSG00000277516,unknown,ENSG00000277516.1
ENSG00000277519,OFD1P16Y,ENSG00000277519.1
ENSG00000277521,MIR8078,ENSG00000277521.1
ENSG00000277524,unknown,ENSG00000277524.1
ENSG00000277526,LINC03021,ENSG00000277526.5
ENSG00000277527,LINC01796,ENSG00000277527.2
ENSG00000277532,unknown,ENSG00000277532.1
ENSG00000277533,MIR8077,ENSG00000277533.1
ENSG00000277534,unknown,ENSG00000277534.1
ENSG00000277541,ZNF630-AS1,ENSG00000277541.1
ENSG00000277542,unknown,ENSG00000277542.1
ENSG00000277543,unknown,ENSG00000277543.1
ENSG00000277544,unknown,ENSG00000277544.1
ENSG00000277545,unknown,ENSG00000277545.1
ENSG00000277548,unknown,ENSG00000277548.1
ENSG00000277549,unknown,ENSG00000277549.1
ENSG00000277550,unknown,ENSG00000277550.1
ENSG00000277553,unknown,ENSG00000277553.1
ENSG00000277556,OR13C5,ENSG00000277556.1
ENSG00000277558,unknown,ENSG00000277558.1
ENSG00000277559,unknown,ENSG00000277559.1
ENSG00000277562,unknown,ENSG00000277562.1
ENSG00000277563,unknown,ENSG00000277563.1
ENSG00000277565,unknown,ENSG00000277565.1
ENSG00000277566,unknown,ENSG00000277566.1
ENSG00000277568,unknown,ENSG00000277568.1
ENSG00000277569,MIR6134,ENSG00000277569.1
ENSG00000277572,unknown,ENSG00000277572.1
ENSG00000277575,unknown,ENSG00000277575.1
ENSG00000277576,unknown,ENSG00000277576.1
ENSG00000277577,unknown,ENSG00000277577.1
ENSG00000277578,Metazoa_SRP,ENSG00000277578.1
ENSG00000277579,unknown,ENSG00000277579.1
ENSG00000277581,unknown,ENSG00000277581.1
ENSG00000277582,RN7SL428P,ENSG00000277582.1
ENSG00000277583,unknown,ENSG00000277583.1
ENSG00000277586,NEFL,ENSG00000277586.4
ENSG00000277587,unknown,ENSG00000277587.1
ENSG00000277588,MIR6806,ENSG00000277588.1
ENSG00000277589,unknown,ENSG00000277589.1
ENSG00000277590,MIR7845,ENSG00000277590.1
ENSG00000277591,RN7SL575P,ENSG00000277591.1
ENSG00000277592,Metazoa_SRP,ENSG00000277592.1
ENSG00000277595,unknown,ENSG00000277595.1
ENSG00000277598,unknown,ENSG00000277598.1
ENSG00000277599,unknown,ENSG00000277599.1
ENSG00000277602,unknown,ENSG00000277602.1
ENSG00000277604,Y_RNA,ENSG00000277604.1
ENSG00000277605,Metazoa_SRP,ENSG00000277605.1
ENSG00000277608,unknown,ENSG00000277608.1
ENSG00000277610,RNVU1-4,ENSG00000277610.1
ENSG00000277611,unknown,ENSG00000277611.1
ENSG00000277613,U6,ENSG00000277613.1
ENSG00000277617,Metazoa_SRP,ENSG00000277617.1
ENSG00000277618,unknown,ENSG00000277618.1
ENSG00000277619,unknown,ENSG00000277619.1
ENSG00000277621,unknown,ENSG00000277621.1
ENSG00000277628,Metazoa_SRP,ENSG00000277628.1
ENSG00000277632,CCL3,ENSG00000277632.2
ENSG00000277634,Y_RNA,ENSG00000277634.1
ENSG00000277635,Metazoa_SRP,ENSG00000277635.1
ENSG00000277636,MIR8061,ENSG00000277636.1
ENSG00000277637,RN7SL469P,ENSG00000277637.1
ENSG00000277640,unknown,ENSG00000277640.1
ENSG00000277646,unknown,ENSG00000277646.1
ENSG00000277647,unknown,ENSG00000277647.1
ENSG00000277651,unknown,ENSG00000277651.1
ENSG00000277653,unknown,ENSG00000277653.1
ENSG00000277655,unknown,ENSG00000277655.1
ENSG00000277661,OR2W1-AS1,ENSG00000277661.4
ENSG00000277662,unknown,ENSG00000277662.1
ENSG00000277668,Metazoa_SRP,ENSG00000277668.1
ENSG00000277670,unknown,ENSG00000277670.1
ENSG00000277671,unknown,ENSG00000277671.1
ENSG00000277672,unknown,ENSG00000277672.1
ENSG00000277673,unknown,ENSG00000277673.1
ENSG00000277675,unknown,ENSG00000277675.1
ENSG00000277677,Metazoa_SRP,ENSG00000277677.1
ENSG00000277678,RNU1-153P,ENSG00000277678.1
ENSG00000277681,MIR6739,ENSG00000277681.1
ENSG00000277684,unknown,ENSG00000277684.1
ENSG00000277687,unknown,ENSG00000277687.1
ENSG00000277688,unknown,ENSG00000277688.1
ENSG00000277689,unknown,ENSG00000277689.1
ENSG00000277690,unknown,ENSG00000277690.2
ENSG00000277692,unknown,ENSG00000277692.1
ENSG00000277693,unknown,ENSG00000277693.2
ENSG00000277694,unknown,ENSG00000277694.1
ENSG00000277695,unknown,ENSG00000277695.1
ENSG00000277698,MIR6770-2,ENSG00000277698.1
ENSG00000277701,unknown,ENSG00000277701.5
ENSG00000277702,unknown,ENSG00000277702.1
ENSG00000277704,unknown,ENSG00000277704.1
ENSG00000277705,unknown,ENSG00000277705.1
ENSG00000277708,PGBD4P2,ENSG00000277708.1
ENSG00000277710,NBEAP5,ENSG00000277710.2
ENSG00000277711,unknown,ENSG00000277711.1
ENSG00000277713,MIR6856,ENSG00000277713.1
ENSG00000277715,unknown,ENSG00000277715.1
ENSG00000277717,U6,ENSG00000277717.1
ENSG00000277718,LINC02255,ENSG00000277718.1
ENSG00000277720,H3C5P,ENSG00000277720.1
ENSG00000277721,Metazoa_SRP,ENSG00000277721.1
ENSG00000277728,unknown,ENSG00000277728.1
ENSG00000277732,unknown,ENSG00000277732.1
ENSG00000277734,TRAC,ENSG00000277734.8
ENSG00000277737,unknown,ENSG00000277737.3
ENSG00000277738,unknown,ENSG00000277738.1
ENSG00000277739,5_8S_rRNA,ENSG00000277739.1
ENSG00000277740,Metazoa_SRP,ENSG00000277740.1
ENSG00000277743,unknown,ENSG00000277743.1
ENSG00000277744,unknown,ENSG00000277744.1
ENSG00000277745,H2AB3,ENSG00000277745.1
ENSG00000277746,unknown,ENSG00000277746.1
ENSG00000277747,unknown,ENSG00000277747.1
ENSG00000277748,unknown,ENSG00000277748.1
ENSG00000277749,unknown,ENSG00000277749.1
ENSG00000277752,unknown,ENSG00000277752.1
ENSG00000277754,U3,ENSG00000277754.1
ENSG00000277755,unknown,ENSG00000277755.1
ENSG00000277757,unknown,ENSG00000277757.4
ENSG00000277759,MIR6719,ENSG00000277759.1
ENSG00000277762,RN7SL261P,ENSG00000277762.1
ENSG00000277763,unknown,ENSG00000277763.1
ENSG00000277764,unknown,ENSG00000277764.1
ENSG00000277766,unknown,ENSG00000277766.1
ENSG00000277767,unknown,ENSG00000277767.1
ENSG00000277769,RBM22P4,ENSG00000277769.1
ENSG00000277770,PLA2G10GP,ENSG00000277770.1
ENSG00000277771,Metazoa_SRP,ENSG00000277771.1
ENSG00000277774,RN7SL763P,ENSG00000277774.1
ENSG00000277775,H3C7,ENSG00000277775.2
ENSG00000277777,Y_RNA,ENSG00000277777.1
ENSG00000277782,unknown,ENSG00000277782.1
ENSG00000277784,MIR6786,ENSG00000277784.1
ENSG00000277785,SNORD116-21,ENSG00000277785.1
ENSG00000277790,unknown,ENSG00000277790.1
ENSG00000277791,PSMB3,ENSG00000277791.5
ENSG00000277794,Metazoa_SRP,ENSG00000277794.1
ENSG00000277795,unknown,ENSG00000277795.1
